100200010101	100200010104
100200010102	100200010104
100200010103	100200010104
100200010104	100200010106
100200010105	100200010106
100200010106	100200010202
100200010201	100200010202
100200010202	100200010204
100200010203	100200010204
100200010204	100200010209
100200010205	100200010209
100200010206	100200010209
100200010207	100200010209
100200010208	100200010209
100200010209	100200010210
100200010210	100200011401
100200010301	100200010304
100200010302	100200010304
100200010303	100200010304
100200010304	100200011402
100200010401	100200010402
100200010402	100200011402
100200010501	100200010502
100200010502	100200010802
100200010601	100200010602
100200010602	100200010802
100200010701	100200010702
100200010702	100200010803
100200010801	100200010802
100200010802	100200010803
100200010803	100200011403
100200010901	100200010904
100200010902	100200010904
100200010903	100200010904
100200010904	100200010908
100200010905	100200010908
100200010906	100200010907
100200010907	100200010908
100200010908	100200011403
100200011001	100200011003
100200011002	100200011003
100200011003	100200011004
100200011004	100200011302
100200011101	100200011103
100200011102	100200011103
100200011103	100200011107
100200011104	100200011107
100200011105	100200011106
100200011106	100200011107
100200011107	100200011302
100200011201	100200011202
100200011202	100200011204
100200011203	100200011204
100200011204	100200011206
100200011205	100200011206
100200011206	100200011207
100200011207	100200011308
100200011301	100200011302
100200011302	100200011304
100200011303	100200011304
100200011304	100200011307
100200011305	100200011307
100200011306	100200011307
100200011307	100200011308
100200011308	100200011406
100200011401	100200011402
100200011402	100200011403
100200011403	100200011404
100200011404	100200011405
100200011405	100200011406
100200011406	100200020402
100200020101	100200020102
100200020102	100200020103
100200020103	100200020104
100200020104	100200020106
100200020105	100200020106
100200020106	100200020108
100200020107	100200020108
100200020108	100200020109
100200020109	100200020110
100200020110	100200020404
100200020201	100200020202
100200020202	100200020204
100200020203	100200020204
100200020204	100200020405
100200020301	100200020302
100200020302	100200020303
100200020303	100200020306
100200020304	100200020306
100200020305	100200020306
100200020306	100200020308
100200020307	100200020308
100200020308	100200020309
100200020309	100200020310
100200020310	100200020311
100200020311	100200020405
100200020401	100200020402
100200020402	100200020404
100200020403	100200020405
100200020404	100200020405
100200020405	100200020603
100200020501	100200020504
100200020502	100200020503
100200020503	100200020504
100200020504	100200020605
100200020601	100200020603
100200020602	100200020603
100200020603	100200020605
100200020604	100200020605
100200020605	100200020703
100200020701	100200020703
100200020702	100200020703
100200020703	100200020705
100200020704	100200020705
100200020705	100200020706
100200020706	100200050102
100200030101	100200030102
100200030102	100200030104
100200030103	100200030104
100200030104	100200030106
100200030105	100200030106
100200030106	100200030306
100200030201	100200030202
100200030202	100200030204
100200030203	100200030204
100200030204	100200030308
100200030301	100200030302
100200030302	100200030306
100200030303	100200030306
100200030304	100200030305
100200030305	100200030308
100200030306	100200030308
100200030307	100200030308
100200030308	100200030309
100200030309	100200030501
100200030401	100200030403
100200030402	100200030403
100200030403	100200030503
100200030501	100200030503
100200030502	100200030503
100200030503	100200030508
100200030504	100200030508
100200030505	100200030508
100200030506	100200030508
100200030507	100200030508
100200030508	100200020706
100200040101	100200040102
100200040102	100200040104
100200040103	100200040104
100200040104	100200040203
100200040201	100200040203
100200040202	100200040203
100200040203	100200040305
100200040301	100200040302
100200040302	100200040305
100200040303	100200040305
100200040304	100200040305
100200040305	100200040309
100200040306	100200040309
100200040307	100200040309
100200040308	100200040309
100200040309	100200040407
100200040401	100200040402
100200040402	100200040403
100200040403	100200040407
100200040404	100200040407
100200040405	100200040406
100200040406	100200040408
100200040407	100200040409
100200040408	100200040409
100200040409	100200040608
100200040501	100200040503
100200040502	100200040503
100200040503	100200040509
100200040504	100200040505
100200040505	100200040509
100200040506	100200040509
100200040507	100200040509
100200040508	100200040509
100200040509	100200040608
100200040601	100200040608
100200040602	100200040603
100200040603	100200040608
100200040604	100200040608
100200040605	100200040608
100200040606	100200040608
100200040607	100200040608
100200040608	100200040803
100200040701	100200040702
100200040702	100200040703
100200040703	100200040807
100200040801	100200040803
100200040802	100200040803
100200040803	100200040807
100200040804	100200040807
100200040805	100200040807
100200040806	100200040807
100200040807	100200040808
100200040808	100200041102
100200040901	100200040904
100200040902	100200040904
100200040903	100200040904
100200040904	100200040908
100200040905	100200040906
100200040906	100200040907
100200040907	100200040908
100200040908	100200040909
100200040909	100200041102
100200041001	100200041002
100200041002	100200041003
100200041003	100200041104
100200041101	100200041102
100200041102	100200041104
100200041103	100200041104
100200041104	100200041202
100200041201	100200041202
100200041202	100200041207
100200041203	100200041207
100200041204	100200041207
100200041205	100200041207
100200041206	100200041207
100200041207	100200041209
100200041208	100200041209
100200041209	100200041304
100200041301	100200041302
100200041302	100200041304
100200041303	100200041304
100200041304	100200041305
100200041305	100200041308
100200041306	100200041308
100200041307	100200041308
100200041308	100200050102
100200050101	100200050102
100200050102	100200050103
100200050103	100200050104
100200050104	100200050106
100200050105	100200050106
100200050106	100200050504
100200050201	100200050204
100200050202	100200050204
100200050203	100200050204
100200050204	100200050503
100200050301	100200050302
100200050302	100200050303
100200050303	100200050403
100200050401	100200050402
100200050402	100200050403
100200050403	100200050503
100200050501	100200050502
100200050502	100200050504
100200050503	100200050504
100200050504	100200050802
100200050601	100200050602
100200050602	100200050603
100200050603	100200050802
100200050701	100200050705
100200050702	100200050705
100200050703	100200050704
100200050704	100200050705
100200050705	100200050805
100200050801	100200050802
100200050802	100200050805
100200050803	100200050805
100200050804	100200050805
100200050805	-1
100200060101	100200060103
100200060102	100200060104
100200060103	100200060104
100200060104	100200060204
100200060201	100200060202
100200060202	100200060204
100200060203	100200060204
100200060204	100200060303
100200060301	100200060303
100200060302	100200060303
100200060303	100200060503
100200060401	100200060402
100200060402	100200060503
100200060501	100200060503
100200060502	100200060503
100200060503	100200060505
100200060504	100200060505
100200060505	100200060506
100200060506	100200060507
100200060507	100200060509
100200060508	100200060509
100200060509	100200050503
100200070101	100200070103
100200070102	100200070103
100200070103	100200070201
100200070104	100200070105
100200070105	100200070103
100200070106	100200070107
100200070107	100200070201
100200070201	100200070202
100200070202	100200070307
100200070203	100200070204
100200070204	100200070205
100200070205	100200070202
100200070301	100200070304
100200070302	100200070301
100200070303	100200070304
100200070304	100200070307
100200070305	100200070304
100200070306	100200070305
100200070307	100200070404
100200070401	100200070404
100200070402	100200070403
100200070403	100200070404
100200070404	100200070701
100200070501	100200070502
100200070502	100200070604
100200070601	100200070602
100200070602	100200070604
100200070603	100200070604
100200070604	100200070703
100200070701	100200070703
100200070702	100200070703
100200070703	100200070706
100200070704	100200070706
100200070705	100200070706
100200070706	100200070802
100200070801	100200070802
100200070802	100200070804
100200070803	100200070804
100200070804	100200070808
100200070805	100200070808
100200070806	100200070808
100200070807	100200070808
100200070808	100200071202
100200070901	100200070902
100200070902	100200070904
100200070903	100200070904
